Planta,Puesto,Analisis
4,Supervisor de Maquinados - Nivel 2,Analisis
4,Supervisor de Maquinados - Nivel 3,Analisis
4,Supervisor de Maquinados - Nivel 4,Analisis
4,Supervisor Toolmakers Coach - Nivel 1,Analisis
4,Supervisor Toolmakers Coach - Nivel 2,Analisis
4,Supervisor Toolmakers Coach - Nivel 3,Analisis
4,Supervisor Toolmakers Coach - Nivel 4,Analisis
4,Gerente de Tooling,Analisis
4,Ingeniero de Tooling Sr (IRR),Analisis
4,Ingeniero Tooling III (HCM),Analisis
4,Ingeniero Tooling III (IR),Analisis
4,Supervisor de Toolmakers - Nivel 1,Analisis
4,Supervisor de Toolmakers - Nivel 2,Analisis
4,Supervisor de Toolmakers - Nivel 3,Analisis
4,Supervisor de Toolmakers - Nivel 4,Analisis
4,Supervisor de Toolmakers II - Nivel 1,Analisis
4,Supervisor de Toolmakers II - Nivel 2,Analisis
